posting_id,year,sector,region,job_family,firm_size,posting_title,posting_text,remote_label,applicant_interest,future_remote_badge
134,2023,retail,Midwest,operations,450,senior logistics coordinator,"senior logistics coordinator. The role supports retail teams through team coordination, asynchronous communication, compliance documentation, cloud records, data dashboards, customer follow up. Candidates document workflows and coordinate with managers.",1,2.4711,1
135,2022,public,Northeast,operations,450,senior program operations associate,"senior program operations associate. The role supports public teams through customer follow up, compliance documentation, online documentation, training support, case management software, team coordination. Candidates document workflows and coordinate with managers.",0,2.7087,0
136,2024,education,Midwest,operations,90,associate logistics coordinator,"associate logistics coordinator. The role supports education teams through manager updates, quality checks, online documentation, customer follow up, cloud records. Candidates document workflows and coordinate with managers.",0,2.7189,0
137,2024,retail,South,care,180,lead patient support specialist,"lead patient support specialist. The role supports retail teams through training support, secure video calls, production floor, physical equipment, case management software, manager updates, on site presence. Candidates document workflows and coordinate with managers.",0,2.8619,0
138,2023,public,Northeast,analysis,180,associate risk analyst,"associate risk analyst. The role supports public teams through customer follow up, case management software, in person service, training support, quality checks, field visits, team coordination, production floor. Candidates document workflows and coordinate with managers.",0,2.6232,0
139,2021,public,South,analysis,40,senior data analyst,"senior data analyst. The role supports public teams through asynchronous communication, customer follow up, case management software, flexible location, physical equipment, team coordination, compliance documentation, training support. Candidates document workflows and coordinate with managers.",0,2.443,0
140,2024,public,West,production,1200,associate warehouse lead,"associate warehouse lead. The role supports public teams through secure video calls, shared workflow tools, field visits, training support, team coordination, quality checks. Candidates document workflows and coordinate with managers.",0,3.0144,0
141,2023,public,Midwest,customer,90,lead service coordinator,"lead service coordinator. The role supports public teams through quality checks, work from home, remote work, data dashboards, compliance documentation, hybrid schedule, shared workflow tools. Candidates document workflows and coordinate with managers.",1,3.0332,1
142,2023,manufacturing,West,administration,450,senior grants coordinator,"senior grants coordinator. The role supports manufacturing teams through quality checks, compliance documentation, team coordination. Candidates document workflows and coordinate with managers.",0,3.42,0
143,2023,public,Midwest,operations,450,associate operations planner,"associate operations planner. The role supports public teams through compliance documentation, hybrid schedule, cloud records, online documentation, home office, secure video calls, team coordination. Candidates document workflows and coordinate with managers.",1,3.3946,1
144,2023,public,Northeast,administration,450,associate administrative analyst,"associate administrative analyst. The role supports public teams through manager updates, work from home, shared workflow tools, in person service, training support, virtual meetings, customer follow up, hybrid schedule, team coordination. Candidates document workflows and coordinate with managers.",1,3.5536,1
145,2023,finance,South,operations,40,senior program operations associate,"senior program operations associate. The role supports finance teams through manager updates, secure video calls, shared workflow tools, case management software, customer follow up, home office, training support, compliance documentation. Candidates document workflows and coordinate with managers.",1,3.2189,1
146,2024,education,Midwest,analysis,180,associate risk analyst,"associate risk analyst. The role supports education teams through quality checks, front desk coverage, on site presence, in person service, virtual meetings, data dashboards, compliance documentation. Candidates document workflows and coordinate with managers.",1,3.1786,1
147,2022,public,South,production,180,senior production technician,"senior production technician. The role supports public teams through warehouse shift, customer follow up, training support, in person service, quality checks, team coordination, field visits. Candidates document workflows and coordinate with managers.",0,2.6479,0
148,2024,education,West,production,90,senior warehouse lead,"senior warehouse lead. The role supports education teams through training support, manager updates, quality checks, asynchronous communication, case management software, front desk coverage, virtual meetings. Candidates document workflows and coordinate with managers.",1,3.3057,1
149,2024,retail,Midwest,production,3000,senior equipment operator,"senior equipment operator. The role supports retail teams through flexible location, remote work, training support, data dashboards, distributed team, customer follow up, manager updates. Candidates document workflows and coordinate with managers.",1,3.0074,1
150,2021,manufacturing,South,operations,450,lead operations planner,"lead operations planner. The role supports manufacturing teams through manager updates, customer follow up, warehouse shift, shared workflow tools, online documentation. Candidates document workflows and coordinate with managers.",0,3.1618,0
151,2022,public,South,customer,180,associate client support associate,"associate client support associate. The role supports public teams through secure video calls, customer follow up, data dashboards, cloud records, compliance documentation. Candidates document workflows and coordinate with managers.",1,3.2854,0
152,2021,education,Midwest,customer,180,lead customer success lead,"lead customer success lead. The role supports education teams through online documentation, home office, training support, front desk coverage, case management software, secure video calls, compliance documentation, warehouse shift, in person service, team coordination, flexible location. Candidates document workflows and coordinate with managers.",1,3.1347,1
153,2023,education,Northeast,analysis,180,senior policy analyst,"senior policy analyst. The role supports education teams through data dashboards, team coordination, compliance documentation, online documentation, virtual meetings, physical equipment, secure video calls, customer follow up, manager updates. Candidates document workflows and coordinate with managers.",1,2.8876,1
154,2024,retail,West,analysis,1200,senior risk analyst,"senior risk analyst. The role supports retail teams through home office, manager updates, quality checks, online documentation, distributed team, physical equipment, compliance documentation, cloud records, training support, front desk coverage, secure video calls. Candidates document workflows and coordinate with managers.",1,3.6121,0
155,2024,retail,West,customer,1200,lead customer success lead,"lead customer success lead. The role supports retail teams through distributed team, cloud records, training support, virtual meetings, home office, customer follow up, case management software, secure video calls. Candidates document workflows and coordinate with managers.",1,3.4881,1
156,2024,manufacturing,West,operations,1200,associate program operations associate,"associate program operations associate. The role supports manufacturing teams through work from home, customer follow up, manager updates, asynchronous communication, secure video calls, training support, shared workflow tools. Candidates document workflows and coordinate with managers.",1,3.5128,1
157,2024,health,Northeast,care,180,senior care coordinator,"senior care coordinator. The role supports health teams through shared workflow tools, case management software, quality checks, team coordination, customer follow up. Candidates document workflows and coordinate with managers.",0,3.0385,0
158,2022,finance,Midwest,production,90,associate warehouse lead,"associate warehouse lead. The role supports finance teams through distributed team, physical equipment, shared workflow tools, customer follow up, team coordination, in person service, warehouse shift, training support, compliance documentation, secure video calls, asynchronous communication. Candidates document workflows and coordinate with managers.",0,2.7569,0
159,2022,education,Northeast,administration,450,lead administrative analyst,"lead administrative analyst. The role supports education teams through data dashboards, training support, team coordination, secure video calls, manager updates, customer follow up. Candidates document workflows and coordinate with managers.",1,3.3653,1
160,2021,retail,South,customer,450,senior client support associate,"senior client support associate. The role supports retail teams through storefront support, team coordination, production floor, quality checks, physical equipment. Candidates document workflows and coordinate with managers.",0,3.0128,0
161,2023,public,Midwest,analysis,180,associate data analyst,"associate data analyst. The role supports public teams through manager updates, field visits, virtual meetings, physical equipment, shared workflow tools, quality checks, online documentation. Candidates document workflows and coordinate with managers.",1,3.3385,1
162,2021,retail,Northeast,customer,90,lead client support associate,"lead client support associate. The role supports retail teams through compliance documentation, shared workflow tools, customer follow up, quality checks, case management software, virtual meetings, asynchronous communication. Candidates document workflows and coordinate with managers.",1,2.9126,1
163,2021,finance,South,operations,40,lead logistics coordinator,"lead logistics coordinator. The role supports finance teams through compliance documentation, quality checks, customer follow up. Candidates document workflows and coordinate with managers.",0,2.3915,0
164,2023,retail,South,care,180,associate clinic scheduler,"associate clinic scheduler. The role supports retail teams through data dashboards, customer follow up, shared workflow tools, training support. Candidates document workflows and coordinate with managers.",0,2.6734,0
165,2022,education,Midwest,administration,180,associate grants coordinator,"associate grants coordinator. The role supports education teams through team coordination, shared workflow tools, quality checks, case management software, manager updates. Candidates document workflows and coordinate with managers.",0,2.8122,0
166,2023,finance,South,care,1200,lead patient support specialist,"lead patient support specialist. The role supports finance teams through shared workflow tools, case management software, quality checks, team coordination, online documentation, flexible location, home office. Candidates document workflows and coordinate with managers.",1,3.5141,1
167,2023,manufacturing,Northeast,care,90,senior care coordinator,"senior care coordinator. The role supports manufacturing teams through production floor, in person service, hybrid schedule, manager updates, virtual meetings, team coordination, customer follow up, quality checks, shared workflow tools. Candidates document workflows and coordinate with managers.",1,3.255,1
168,2023,retail,Northeast,production,1200,associate warehouse lead,"associate warehouse lead. The role supports retail teams through compliance documentation, virtual meetings, flexible location, training support, distributed team, data dashboards, quality checks, shared workflow tools. Candidates document workflows and coordinate with managers.",1,3.5833,1
169,2024,public,West,care,450,senior clinic scheduler,"senior clinic scheduler. The role supports public teams through production floor, on site presence, training support, storefront support, compliance documentation, manager updates. Candidates document workflows and coordinate with managers.",0,2.8137,0
170,2024,education,Midwest,care,1200,associate patient support specialist,"associate patient support specialist. The role supports education teams through field visits, case management software, on site presence, manager updates, customer follow up. Candidates document workflows and coordinate with managers.",0,2.5554,0
171,2023,health,Midwest,operations,40,senior operations planner,"senior operations planner. The role supports health teams through on site presence, data dashboards, training support, team coordination, warehouse shift, customer follow up, quality checks. Candidates document workflows and coordinate with managers.",0,2.4429,0
172,2022,retail,Midwest,analysis,180,senior risk analyst,"senior risk analyst. The role supports retail teams through on site presence, quality checks, case management software, storefront support, front desk coverage, training support, compliance documentation. Candidates document workflows and coordinate with managers.",0,2.6409,0
173,2024,manufacturing,West,administration,3000,senior grants coordinator,"senior grants coordinator. The role supports manufacturing teams through manager updates, compliance documentation, physical equipment, online documentation, storefront support, customer follow up, training support. Candidates document workflows and coordinate with managers.",0,2.7479,0
174,2022,manufacturing,Northeast,customer,90,senior customer success lead,"senior customer success lead. The role supports manufacturing teams through compliance documentation, in person service, customer follow up, team coordination, data dashboards. Candidates document workflows and coordinate with managers.",0,2.3863,0
175,2021,manufacturing,Northeast,administration,90,senior administrative analyst,"senior administrative analyst. The role supports manufacturing teams through warehouse shift, compliance documentation, quality checks, team coordination, case management software, customer follow up. Candidates document workflows and coordinate with managers.",0,2.4181,0
176,2022,retail,West,production,450,associate equipment operator,"associate equipment operator. The role supports retail teams through manager updates, storefront support, warehouse shift, customer follow up, training support. Candidates document workflows and coordinate with managers.",0,2.6602,0
177,2024,retail,Northeast,production,1200,associate production technician,"associate production technician. The role supports retail teams through customer follow up, warehouse shift, team coordination, quality checks, training support. Candidates document workflows and coordinate with managers.",0,3.0849,0
178,2021,health,Northeast,analysis,180,lead data analyst,"lead data analyst. The role supports health teams through compliance documentation, cloud records, quality checks, asynchronous communication, shared workflow tools. Candidates document workflows and coordinate with managers.",1,3.3778,1
179,2023,retail,Midwest,customer,3000,associate service coordinator,"associate service coordinator. The role supports retail teams through manager updates, compliance documentation, cloud records, team coordination, case management software, field visits, warehouse shift, front desk coverage. Candidates document workflows and coordinate with managers.",0,3.122,0
180,2024,public,West,operations,3000,associate operations planner,"associate operations planner. The role supports public teams through flexible location, training support, customer follow up, team coordination, online documentation, virtual meetings, compliance documentation, remote work. Candidates document workflows and coordinate with managers.",1,3.864,1
181,2024,finance,Northeast,analysis,40,senior risk analyst,"senior risk analyst. The role supports finance teams through quality checks, cloud records, manager updates, customer follow up, compliance documentation. Candidates document workflows and coordinate with managers.",0,2.5658,0
182,2021,public,Northeast,operations,180,senior program operations associate,"senior program operations associate. The role supports public teams through cloud records, team coordination, quality checks, customer follow up, manager updates, secure video calls. Candidates document workflows and coordinate with managers.",0,3.1974,0
183,2022,health,Northeast,customer,450,associate client support associate,"associate client support associate. The role supports health teams through compliance documentation, data dashboards, training support. Candidates document workflows and coordinate with managers.",0,2.7078,0
184,2021,health,South,administration,450,senior records manager,"senior records manager. The role supports health teams through customer follow up, team coordination. Candidates document workflows and coordinate with managers.",0,3.0189,0
185,2024,retail,Northeast,analysis,180,lead data analyst,"lead data analyst. The role supports retail teams through compliance documentation, asynchronous communication, remote work, data dashboards, online documentation, case management software, manager updates, team coordination. Candidates document workflows and coordinate with managers.",1,3.0702,1
186,2024,health,West,production,450,senior production technician,"senior production technician. The role supports health teams through on site presence, storefront support, manager updates, physical equipment, training support, customer follow up, data dashboards. Candidates document workflows and coordinate with managers.",0,2.927,0
187,2022,finance,Northeast,production,40,associate warehouse lead,"associate warehouse lead. The role supports finance teams through on site presence, quality checks, data dashboards, storefront support, work from home, remote work, customer follow up, shared workflow tools. Candidates document workflows and coordinate with managers.",1,2.5272,1
188,2024,manufacturing,Northeast,customer,40,associate service coordinator,"associate service coordinator. The role supports manufacturing teams through remote work, compliance documentation, secure video calls, data dashboards, quality checks, case management software. Candidates document workflows and coordinate with managers.",1,2.5914,0
189,2024,public,South,care,90,associate care coordinator,"associate care coordinator. The role supports public teams through remote work, flexible location, team coordination, manager updates, shared workflow tools, customer follow up, physical equipment, quality checks, secure video calls, front desk coverage. Candidates document workflows and coordinate with managers.",0,2.582,0
190,2023,retail,Northeast,administration,1200,lead grants coordinator,"lead grants coordinator. The role supports retail teams through quality checks, team coordination, in person service, case management software, compliance documentation, physical equipment, field visits, data dashboards, manager updates. Candidates document workflows and coordinate with managers.",1,3.2509,1
191,2022,retail,Northeast,analysis,450,associate policy analyst,"associate policy analyst. The role supports retail teams through secure video calls, work from home, manager updates, home office, cloud records, compliance documentation. Candidates document workflows and coordinate with managers.",1,3.4269,1
192,2024,education,West,administration,1200,associate administrative analyst,"associate administrative analyst. The role supports education teams through manager updates, warehouse shift, team coordination, customer follow up, storefront support, physical equipment, case management software. Candidates document workflows and coordinate with managers.",0,3.5423,0
193,2021,education,Northeast,customer,180,senior service coordinator,"senior service coordinator. The role supports education teams through work from home, asynchronous communication, online documentation, quality checks, team coordination. Candidates document workflows and coordinate with managers.",1,3.768,0
194,2022,finance,Northeast,customer,450,senior service coordinator,"senior service coordinator. The role supports finance teams through quality checks, data dashboards, case management software, training support. Candidates document workflows and coordinate with managers.",0,2.7103,0
195,2024,finance,West,analysis,3000,senior policy analyst,"senior policy analyst. The role supports finance teams through storefront support, field visits, online documentation, customer follow up, quality checks, warehouse shift, manager updates, team coordination. Candidates document workflows and coordinate with managers.",0,3.3232,0
196,2022,retail,Midwest,care,90,senior clinic scheduler,"senior clinic scheduler. The role supports retail teams through production floor, quality checks, compliance documentation, training support, data dashboards, storefront support. Candidates document workflows and coordinate with managers.",0,2.6237,0
197,2022,retail,Northeast,administration,180,senior administrative analyst,"senior administrative analyst. The role supports retail teams through customer follow up, remote work, quality checks, flexible location, work from home, production floor, secure video calls, team coordination. Candidates document workflows and coordinate with managers.",1,2.9095,1
198,2023,finance,West,analysis,450,associate data analyst,"associate data analyst. The role supports finance teams through shared workflow tools, remote work, quality checks, cloud records, storefront support, hybrid schedule, case management software, training support, asynchronous communication. Candidates document workflows and coordinate with managers.",1,3.307,1
199,2024,retail,West,operations,90,associate logistics coordinator,"associate logistics coordinator. The role supports retail teams through front desk coverage, training support, home office, data dashboards, cloud records, physical equipment, flexible location, online documentation, on site presence, team coordination. Candidates document workflows and coordinate with managers.",1,3.2837,0
200,2024,retail,Northeast,care,450,associate care coordinator,"associate care coordinator. The role supports retail teams through home office, manager updates, in person service, compliance documentation, case management software, remote work, quality checks, warehouse shift. Candidates document workflows and coordinate with managers.",0,3.1204,0
201,2023,manufacturing,West,administration,40,senior grants coordinator,"senior grants coordinator. The role supports manufacturing teams through cloud records, quality checks, compliance documentation, data dashboards, manager updates, shared workflow tools. Candidates document workflows and coordinate with managers.",1,3.0037,1
202,2022,finance,West,administration,1200,associate administrative analyst,"associate administrative analyst. The role supports finance teams through asynchronous communication, work from home, compliance documentation, manager updates, secure video calls, quality checks, case management software. Candidates document workflows and coordinate with managers.",1,3.6128,1
203,2024,manufacturing,South,analysis,180,associate policy analyst,"associate policy analyst. The role supports manufacturing teams through remote work, customer follow up, work from home, field visits, asynchronous communication, cloud records, training support, shared workflow tools. Candidates document workflows and coordinate with managers.",1,3.2188,1
204,2021,health,Midwest,production,1200,senior production technician,"senior production technician. The role supports health teams through customer follow up, training support, shared workflow tools, online documentation, data dashboards. Candidates document workflows and coordinate with managers.",1,3.4145,1
205,2021,finance,South,operations,90,senior logistics coordinator,"senior logistics coordinator. The role supports finance teams through secure video calls, manager updates, remote work, virtual meetings, cloud records, customer follow up, compliance documentation, team coordination. Candidates document workflows and coordinate with managers.",1,3.0039,1
206,2022,finance,Northeast,customer,40,senior customer success lead,"senior customer success lead. The role supports finance teams through quality checks, manager updates, field visits, storefront support, on site presence. Candidates document workflows and coordinate with managers.",0,2.514,0
207,2021,manufacturing,South,production,40,associate warehouse lead,"associate warehouse lead. The role supports manufacturing teams through data dashboards, compliance documentation, customer follow up, case management software, team coordination. Candidates document workflows and coordinate with managers.",0,2.4222,0
208,2024,health,Northeast,administration,90,senior grants coordinator,"senior grants coordinator. The role supports health teams through in person service, manager updates, distributed team, flexible location, shared workflow tools, compliance documentation, physical equipment, customer follow up. Candidates document workflows and coordinate with managers.",1,3.0179,1
209,2023,manufacturing,Midwest,production,1200,associate equipment operator,"associate equipment operator. The role supports manufacturing teams through quality checks, compliance documentation, production floor, case management software, in person service, customer follow up, manager updates, warehouse shift. Candidates document workflows and coordinate with managers.",0,3.1538,1
210,2024,finance,Northeast,care,180,associate care coordinator,"associate care coordinator. The role supports finance teams through compliance documentation, remote work, data dashboards, online documentation, secure video calls, quality checks, customer follow up. Candidates document workflows and coordinate with managers.",1,3.2241,1
211,2022,finance,Midwest,care,3000,senior clinic scheduler,"senior clinic scheduler. The role supports finance teams through cloud records, physical equipment, production floor, quality checks, manager updates, training support. Candidates document workflows and coordinate with managers.",0,2.8112,0
212,2024,health,South,customer,40,senior service coordinator,"senior service coordinator. The role supports health teams through in person service, physical equipment, shared workflow tools, quality checks, field visits, compliance documentation, team coordination. Candidates document workflows and coordinate with managers.",0,2.3752,0
213,2023,retail,Midwest,production,90,associate warehouse lead,"associate warehouse lead. The role supports retail teams through work from home, remote work, virtual meetings, manager updates, online documentation, team coordination. Candidates document workflows and coordinate with managers.",1,2.9282,1
214,2024,retail,South,customer,3000,senior customer success lead,"senior customer success lead. The role supports retail teams through quality checks, hybrid schedule, online documentation, training support, remote work. Candidates document workflows and coordinate with managers.",0,3.0949,0
215,2023,public,West,production,90,associate equipment operator,"associate equipment operator. The role supports public teams through compliance documentation, front desk coverage, manager updates, customer follow up, on site presence, warehouse shift. Candidates document workflows and coordinate with managers.",0,2.9306,0
216,2024,health,Midwest,care,180,senior patient support specialist,"senior patient support specialist. The role supports health teams through quality checks, training support, team coordination, online documentation. Candidates document workflows and coordinate with managers.",0,2.5565,0
217,2021,manufacturing,Northeast,operations,40,senior logistics coordinator,"senior logistics coordinator. The role supports manufacturing teams through on site presence, in person service, customer follow up, shared workflow tools, compliance documentation, quality checks. Candidates document workflows and coordinate with managers.",0,2.4108,0
218,2021,retail,Midwest,administration,450,senior administrative analyst,"senior administrative analyst. The role supports retail teams through quality checks, team coordination, training support, front desk coverage, compliance documentation, data dashboards. Candidates document workflows and coordinate with managers.",0,3.1233,0
219,2024,health,Northeast,care,180,lead care coordinator,"lead care coordinator. The role supports health teams through compliance documentation, team coordination, quality checks, customer follow up, storefront support. Candidates document workflows and coordinate with managers.",0,3.1434,0
220,2021,manufacturing,Midwest,customer,450,associate client support associate,"associate client support associate. The role supports manufacturing teams through customer follow up, compliance documentation, production floor, field visits, training support. Candidates document workflows and coordinate with managers.",0,3.0119,0
221,2021,health,West,analysis,90,senior data analyst,"senior data analyst. The role supports health teams through training support, quality checks, case management software, data dashboards, shared workflow tools, team coordination, storefront support, manager updates, physical equipment, work from home, flexible location. Candidates document workflows and coordinate with managers.",1,2.6492,1
222,2023,retail,Midwest,customer,1200,associate service coordinator,"associate service coordinator. The role supports retail teams through warehouse shift, in person service, online documentation, manager updates, quality checks. Candidates document workflows and coordinate with managers.",0,3.0384,0
223,2021,health,West,operations,40,lead logistics coordinator,"lead logistics coordinator. The role supports health teams through quality checks, compliance documentation, team coordination. Candidates document workflows and coordinate with managers.",0,2.9533,0
224,2022,retail,West,care,180,associate care coordinator,"associate care coordinator. The role supports retail teams through online documentation, compliance documentation, flexible location, customer follow up, case management software, manager updates. Candidates document workflows and coordinate with managers.",1,3.6726,0
225,2021,education,Northeast,operations,90,senior operations planner,"senior operations planner. The role supports education teams through flexible location, secure video calls, case management software, compliance documentation, team coordination, data dashboards, on site presence, manager updates, customer follow up. Candidates document workflows and coordinate with managers.",1,2.5417,1
226,2024,health,West,production,450,associate equipment operator,"associate equipment operator. The role supports health teams through training support, warehouse shift, manager updates, work from home, shared workflow tools, remote work, physical equipment. Candidates document workflows and coordinate with managers.",1,3.0816,1
227,2022,finance,South,administration,450,associate administrative analyst,"associate administrative analyst. The role supports finance teams through customer follow up, hybrid schedule, distributed team, manager updates, shared workflow tools, compliance documentation, on site presence, online documentation, in person service, case management software. Candidates document workflows and coordinate with managers.",1,3.2932,1
228,2022,finance,South,operations,1200,lead program operations associate,"lead program operations associate. The role supports finance teams through quality checks, storefront support, compliance documentation, customer follow up, field visits, training support, on site presence, shared workflow tools. Candidates document workflows and coordinate with managers.",0,3.1717,0
229,2023,public,West,analysis,40,senior policy analyst,"senior policy analyst. The role supports public teams through secure video calls, customer follow up, manager updates. Candidates document workflows and coordinate with managers.",1,3.1098,1
230,2024,education,Northeast,care,450,lead clinic scheduler,"lead clinic scheduler. The role supports education teams through production floor, manager updates, team coordination, physical equipment, quality checks, customer follow up. Candidates document workflows and coordinate with managers.",0,3.0334,0
231,2021,manufacturing,Midwest,operations,180,senior logistics coordinator,"senior logistics coordinator. The role supports manufacturing teams through quality checks, front desk coverage, team coordination, online documentation, case management software, production floor. Candidates document workflows and coordinate with managers.",0,3.0834,0
232,2024,manufacturing,Northeast,customer,180,associate customer success lead,"associate customer success lead. The role supports manufacturing teams through field visits, quality checks, training support, compliance documentation, warehouse shift. Candidates document workflows and coordinate with managers.",0,2.8225,0
233,2022,manufacturing,Midwest,analysis,90,associate risk analyst,"associate risk analyst. The role supports manufacturing teams through compliance documentation, customer follow up, front desk coverage, manager updates. Candidates document workflows and coordinate with managers.",0,2.9972,0
234,2022,education,Northeast,production,1200,senior equipment operator,"senior equipment operator. The role supports education teams through quality checks, customer follow up, on site presence, training support, team coordination, in person service. Candidates document workflows and coordinate with managers.",0,2.9526,0
235,2024,public,West,analysis,40,associate policy analyst,"associate policy analyst. The role supports public teams through case management software, team coordination, physical equipment, warehouse shift, shared workflow tools, training support, manager updates, compliance documentation. Candidates document workflows and coordinate with managers.",0,2.8947,0
236,2022,finance,West,operations,180,associate program operations associate,"associate program operations associate. The role supports finance teams through asynchronous communication, secure video calls, case management software, quality checks, flexible location, team coordination. Candidates document workflows and coordinate with managers.",1,3.2397,1
237,2021,finance,West,administration,180,associate records manager,"associate records manager. The role supports finance teams through case management software, hybrid schedule, training support, manager updates, data dashboards, quality checks. Candidates document workflows and coordinate with managers.",1,3.3733,1
238,2021,finance,Northeast,analysis,450,associate risk analyst,"associate risk analyst. The role supports finance teams through compliance documentation, secure video calls, virtual meetings, training support, customer follow up, distributed team, remote work, case management software, cloud records. Candidates document workflows and coordinate with managers.",1,3.5678,1
239,2022,education,Midwest,operations,450,lead program operations associate,"lead program operations associate. The role supports education teams through quality checks, secure video calls, physical equipment, manager updates, training support, data dashboards. Candidates document workflows and coordinate with managers.",0,2.8188,0
240,2023,education,Northeast,administration,450,associate records manager,"associate records manager. The role supports education teams through secure video calls, quality checks, customer follow up, virtual meetings, compliance documentation, training support, cloud records, asynchronous communication, work from home. Candidates document workflows and coordinate with managers.",1,3.3733,1
241,2023,finance,Midwest,care,450,senior care coordinator,"senior care coordinator. The role supports finance teams through in person service, team coordination, quality checks, training support, warehouse shift. Candidates document workflows and coordinate with managers.",0,3.3443,0
242,2024,public,West,care,180,associate clinic scheduler,"associate clinic scheduler. The role supports public teams through team coordination, field visits, customer follow up, front desk coverage, production floor, quality checks, secure video calls, manager updates. Candidates document workflows and coordinate with managers.",0,2.6618,0
243,2022,finance,South,care,90,associate care coordinator,"associate care coordinator. The role supports finance teams through training support, online documentation, storefront support, shared workflow tools, manager updates, team coordination. Candidates document workflows and coordinate with managers.",0,2.7382,0
244,2021,public,West,care,40,associate patient support specialist,"associate patient support specialist. The role supports public teams through quality checks, front desk coverage, compliance documentation, team coordination, shared workflow tools. Candidates document workflows and coordinate with managers.",0,2.6885,0
245,2021,manufacturing,South,production,1200,senior equipment operator,"senior equipment operator. The role supports manufacturing teams through on site presence, quality checks, front desk coverage, field visits, data dashboards, training support. Candidates document workflows and coordinate with managers.",0,2.7463,0
246,2022,retail,Northeast,analysis,90,senior data analyst,"senior data analyst. The role supports retail teams through team coordination, manager updates. Candidates document workflows and coordinate with managers.",0,2.6105,0
247,2023,health,Midwest,customer,3000,associate customer success lead,"associate customer success lead. The role supports health teams through manager updates, compliance documentation, online documentation. Candidates document workflows and coordinate with managers.",1,3.4868,1
248,2023,education,West,operations,180,senior logistics coordinator,"senior logistics coordinator. The role supports education teams through remote work, online documentation, team coordination, customer follow up, flexible location, manager updates, secure video calls. Candidates document workflows and coordinate with managers.",1,2.7561,1
249,2024,retail,Midwest,administration,450,senior administrative analyst,"senior administrative analyst. The role supports retail teams through work from home, distributed team, team coordination, online documentation, quality checks, hybrid schedule, customer follow up. Candidates document workflows and coordinate with managers.",1,3.1524,1
250,2021,education,Northeast,administration,3000,senior grants coordinator,"senior grants coordinator. The role supports education teams through customer follow up, shared workflow tools, secure video calls, work from home, manager updates, case management software, remote work, compliance documentation, home office. Candidates document workflows and coordinate with managers.",1,3.5315,1
251,2024,health,Midwest,production,90,senior equipment operator,"senior equipment operator. The role supports health teams through team coordination, training support, compliance documentation, production floor, customer follow up. Candidates document workflows and coordinate with managers.",0,2.2558,0
252,2021,manufacturing,Northeast,analysis,90,associate policy analyst,"associate policy analyst. The role supports manufacturing teams through compliance documentation, field visits, quality checks, physical equipment. Candidates document workflows and coordinate with managers.",0,2.2027,0
253,2023,manufacturing,South,customer,3000,associate service coordinator,"associate service coordinator. The role supports manufacturing teams through secure video calls, data dashboards, compliance documentation, customer follow up, quality checks, training support. Candidates document workflows and coordinate with managers.",0,2.8419,0
254,2023,retail,West,administration,90,associate records manager,"associate records manager. The role supports retail teams through secure video calls, compliance documentation, cloud records, customer follow up, storefront support, team coordination, quality checks, online documentation. Candidates document workflows and coordinate with managers.",1,3.5756,1
255,2024,finance,Northeast,care,90,lead patient support specialist,"lead patient support specialist. The role supports finance teams through training support, cloud records, home office, manager updates, remote work. Candidates document workflows and coordinate with managers.",1,2.8168,1
256,2023,education,Northeast,analysis,180,lead policy analyst,"lead policy analyst. The role supports education teams through customer follow up, manager updates, shared workflow tools, compliance documentation, storefront support. Candidates document workflows and coordinate with managers.",0,2.4767,0
257,2021,manufacturing,Northeast,production,40,lead equipment operator,"lead equipment operator. The role supports manufacturing teams through team coordination, storefront support, field visits, compliance documentation, data dashboards. Candidates document workflows and coordinate with managers.",0,2.536,0
258,2021,health,West,operations,450,senior logistics coordinator,"senior logistics coordinator. The role supports health teams through training support, shared workflow tools, compliance documentation, physical equipment, quality checks, customer follow up, in person service. Candidates document workflows and coordinate with managers.",0,3.0854,0
259,2024,public,South,analysis,180,senior policy analyst,"senior policy analyst. The role supports public teams through virtual meetings, compliance documentation, remote work, quality checks, team coordination, home office, data dashboards. Candidates document workflows and coordinate with managers.",1,2.987,1
260,2021,manufacturing,South,operations,40,senior program operations associate,"senior program operations associate. The role supports manufacturing teams through secure video calls, customer follow up, manager updates, team coordination, quality checks. Candidates document workflows and coordinate with managers.",0,2.6177,0
261,2024,health,South,care,450,senior care coordinator,"senior care coordinator. The role supports health teams through virtual meetings, manager updates, cloud records, flexible location, team coordination, distributed team. Candidates document workflows and coordinate with managers.",1,3.4927,1
262,2023,education,West,administration,450,senior grants coordinator,"senior grants coordinator. The role supports education teams through hybrid schedule, quality checks, team coordination, work from home, cloud records, compliance documentation, shared workflow tools, manager updates. Candidates document workflows and coordinate with managers.",1,3.4448,1
263,2022,education,Midwest,analysis,90,senior data analyst,"senior data analyst. The role supports education teams through compliance documentation, online documentation, team coordination, quality checks, flexible location, hybrid schedule, customer follow up. Candidates document workflows and coordinate with managers.",1,2.9733,1
264,2021,health,Northeast,care,180,associate clinic scheduler,"associate clinic scheduler. The role supports health teams through compliance documentation, case management software, team coordination, quality checks, online documentation. Candidates document workflows and coordinate with managers.",0,2.8957,0
265,2021,finance,Midwest,administration,450,senior grants coordinator,"senior grants coordinator. The role supports finance teams through compliance documentation, virtual meetings, online documentation, training support, cloud records, quality checks, remote work, data dashboards. Candidates document workflows and coordinate with managers.",1,3.3144,1
