doc_id,profile,prompt_hash,mismatch_label,mismatch_type,mismatch_score,confidence,schema_valid,unsupported_flag,low_confidence_flag,human_review_flag,evidence_phrase_count,evidence_phrases,raw_output,year,sector,region,occupation_group,document_type,job_title,source_text,benchmark_mismatch,benchmark_type,demand_index,applicant_interest
24,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.2564,0.4873,1,0,0,0,4,needs ehr; permit not current; completed onboarding; ready for placement,"{""confidence"": 0.4873, ""evidence"": [""needs ehr"", ""permit not current"", ""completed onboarding"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.2564, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: needs ehr; permit not current; completed onboarding; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,public,West,customer,case review,intake specialist,"case review. Job: intake specialist in public. Record note: needs EHR, completed onboarding, permit not current. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",0,none,0.6118,3.1984
25,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,2,credential verified; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,public,West,administration,job-match memo,program assistant,job-match memo. Job: program assistant in public. Record note: credential verified. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,0,none,0.6279,3.487
25,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,credential verified; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,public,West,administration,job-match memo,program assistant,job-match memo. Job: program assistant in public. Record note: credential verified. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,0,none,0.6279,3.487
25,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,2,credential verified; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,public,West,administration,job-match memo,program assistant,job-match memo. Job: program assistant in public. Record note: credential verified. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,0,none,0.6279,3.487
26,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,meets required credential; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: meets required credential; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,manufacturing,Northeast,administration,resume screen,grants coordinator,"resume screen. Job: grants coordinator in manufacturing. Record note: ready for placement, meets required credential, schedule aligned. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.6005,3.4104
26,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,meets required credential; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: meets required credential; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,manufacturing,Northeast,administration,resume screen,grants coordinator,"resume screen. Job: grants coordinator in manufacturing. Record note: ready for placement, meets required credential, schedule aligned. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.6005,3.4104
26,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,meets required credential; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: meets required credential; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,manufacturing,Northeast,administration,resume screen,grants coordinator,"resume screen. Job: grants coordinator in manufacturing. Record note: ready for placement, meets required credential, schedule aligned. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.6005,3.4104
27,conservative_v1,1c131bdb821c277b,0,none,0.0518,0.8964,1,0,0,0,2,weekend restriction; ready for placement,"{""confidence"": 0.8964, ""evidence"": [""weekend restriction"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0518, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: weekend restriction; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,manufacturing,Northeast,care,job-match memo,patient support specialist,"job-match memo. Job: patient support specialist in manufacturing. Record note: ready for placement, weekend restriction. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,schedule_gap,0.7964,2.947
27,rubric_v1,84fd6cb9b699257b,0,none,0.0973,0.8055,1,0,0,0,2,weekend restriction; ready for placement,"{""confidence"": 0.8055, ""evidence"": [""weekend restriction"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0973, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: weekend restriction; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,manufacturing,Northeast,care,job-match memo,patient support specialist,"job-match memo. Job: patient support specialist in manufacturing. Record note: ready for placement, weekend restriction. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,schedule_gap,0.7964,2.947
27,expansive_v1,64f2e45d522fc7f6,0,none,0.1655,0.6691,1,0,0,0,2,weekend restriction; ready for placement,"{""confidence"": 0.6691, ""evidence"": [""weekend restriction"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1655, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: weekend restriction; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,manufacturing,Northeast,care,job-match memo,patient support specialist,"job-match memo. Job: patient support specialist in manufacturing. Record note: ready for placement, weekend restriction. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,schedule_gap,0.7964,2.947
28,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,credential verified; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential verified; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,Northeast,analysis,resume screen,data analyst,"resume screen. Job: data analyst in retail. Record note: credential verified, schedule aligned. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",0,none,0.9719,3.823
28,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,credential verified; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,Northeast,analysis,resume screen,data analyst,"resume screen. Job: data analyst in retail. Record note: credential verified, schedule aligned. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",0,none,0.9719,3.823
28,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,credential verified; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential verified; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,Northeast,analysis,resume screen,data analyst,"resume screen. Job: data analyst in retail. Record note: credential verified, schedule aligned. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",0,none,0.9719,3.823
29,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,4,credential verified; completed onboarding; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""completed onboarding"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential verified; completed onboarding; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,Midwest,administration,resume screen,grants coordinator,"resume screen. Job: grants coordinator in health. Record note: credential verified, schedule aligned, completed onboarding. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.5881,3.6944
29,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,4,credential verified; completed onboarding; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""completed onboarding"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; completed onboarding; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,Midwest,administration,resume screen,grants coordinator,"resume screen. Job: grants coordinator in health. Record note: credential verified, schedule aligned, completed onboarding. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.5881,3.6944
29,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,4,credential verified; completed onboarding; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""completed onboarding"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential verified; completed onboarding; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,Midwest,administration,resume screen,grants coordinator,"resume screen. Job: grants coordinator in health. Record note: credential verified, schedule aligned, completed onboarding. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.5881,3.6944
30,conservative_v1,1c131bdb821c277b,0,none,0.0745,0.8509,1,0,0,0,4,license not held; credential missing; ready for placement; license verified,"{""confidence"": 0.8509, ""evidence"": [""license not held"", ""credential missing"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.0745, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: license not held; credential missing; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,South,production,job-match memo,production technician,"job-match memo. Job: production technician in manufacturing. Record note: license not held, credential missing, license verified. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.4859,3.4977
30,rubric_v1,84fd6cb9b699257b,0,none,0.1655,0.6691,1,0,0,0,4,license not held; credential missing; ready for placement; license verified,"{""confidence"": 0.6691, ""evidence"": [""license not held"", ""credential missing"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.1655, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: license not held; credential missing; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,South,production,job-match memo,production technician,"job-match memo. Job: production technician in manufacturing. Record note: license not held, credential missing, license verified. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.4859,3.4977
30,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.3018,0.3964,1,0,0,0,4,license not held; credential missing; ready for placement; license verified,"{""confidence"": 0.3964, ""evidence"": [""license not held"", ""credential missing"", ""ready for placement"", ""license verified""], ""mismatch_label"": 1, ""mismatch_score"": 0.3018, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: license not held; credential missing; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,South,production,job-match memo,production technician,"job-match memo. Job: production technician in manufacturing. Record note: license not held, credential missing, license verified. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.4859,3.4977
31,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,2,credential verified; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,South,production,job-match memo,warehouse lead,job-match memo. Job: warehouse lead in education. Record note: credential verified. Applicant history includes recent training. Manager asks whether the match is ready for placement.,0,none,0.4456,3.407
31,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,credential verified; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,South,production,job-match memo,warehouse lead,job-match memo. Job: warehouse lead in education. Record note: credential verified. Applicant history includes recent training. Manager asks whether the match is ready for placement.,0,none,0.4456,3.407
31,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,2,credential verified; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,South,production,job-match memo,warehouse lead,job-match memo. Job: warehouse lead in education. Record note: credential verified. Applicant history includes recent training. Manager asks whether the match is ready for placement.,0,none,0.4456,3.407
32,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,1,1,5,lacks python; needs forklift; could benefit from coaching; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""lacks python"", ""needs forklift"", ""could benefit from coaching"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: lacks python; needs forklift; could benefit from coaching; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,technology,Midwest,customer,resume screen,service representative,"resume screen. Job: service representative in technology. Record note: schedule aligned, lacks Python, needs forklift, could benefit from coaching. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,skill_gap,0.7702,2.8394
32,rubric_v1,84fd6cb9b699257b,0,none,0.1564,0.6873,1,0,1,1,5,lacks python; needs forklift; could benefit from coaching; ready for placement; schedule aligned,"{""confidence"": 0.6873, ""evidence"": [""lacks python"", ""needs forklift"", ""could benefit from coaching"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.1564, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: lacks python; needs forklift; could benefit from coaching; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,technology,Midwest,customer,resume screen,service representative,"resume screen. Job: service representative in technology. Record note: schedule aligned, lacks Python, needs forklift, could benefit from coaching. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,skill_gap,0.7702,2.8394
32,expansive_v1,64f2e45d522fc7f6,1,skill_gap,0.37,0.26,1,0,1,1,5,lacks python; needs forklift; could benefit from coaching; ready for placement; schedule aligned,"{""confidence"": 0.26, ""evidence"": [""lacks python"", ""needs forklift"", ""could benefit from coaching"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""skill_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: lacks python; needs forklift; could benefit from coaching; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,technology,Midwest,customer,resume screen,service representative,"resume screen. Job: service representative in technology. Record note: schedule aligned, lacks Python, needs forklift, could benefit from coaching. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,skill_gap,0.7702,2.8394
33,conservative_v1,1c131bdb821c277b,0,none,0.3018,0.3964,1,0,0,0,3,lacks python; missing sql; ready for placement,"{""confidence"": 0.3964, ""evidence"": [""lacks python"", ""missing sql"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.3018, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: lacks python; missing sql; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,public,West,customer,job-match memo,service representative,"job-match memo. Job: service representative in public. Record note: lacks Python, missing SQL. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,skill_gap,0.6963,3.1107
33,rubric_v1,84fd6cb9b699257b,1,skill_gap,0.3473,0.3055,1,0,0,0,3,lacks python; missing sql; ready for placement,"{""confidence"": 0.3055, ""evidence"": [""lacks python"", ""missing sql"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3473, ""mismatch_type"": ""skill_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: lacks python; missing sql; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,public,West,customer,job-match memo,service representative,"job-match memo. Job: service representative in public. Record note: lacks Python, missing SQL. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,skill_gap,0.6963,3.1107
33,expansive_v1,64f2e45d522fc7f6,1,skill_gap,0.4155,0.1691,1,0,0,0,3,lacks python; missing sql; ready for placement,"{""confidence"": 0.1691, ""evidence"": [""lacks python"", ""missing sql"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4155, ""mismatch_type"": ""skill_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: lacks python; missing sql; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,public,West,customer,job-match memo,service representative,"job-match memo. Job: service representative in public. Record note: lacks Python, missing SQL. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,skill_gap,0.6963,3.1107
34,conservative_v1,1c131bdb821c277b,0,none,0.0973,0.8055,1,0,0,0,2,clearance pending; ready for placement,"{""confidence"": 0.8055, ""evidence"": [""clearance pending"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0973, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: clearance pending; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,public,Midwest,care,job-match memo,care coordinator,job-match memo. Job: care coordinator in public. Record note: clearance pending. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,credential_gap,0.5065,3.1746
34,rubric_v1,84fd6cb9b699257b,0,none,0.1427,0.7145,1,0,0,0,2,clearance pending; ready for placement,"{""confidence"": 0.7145, ""evidence"": [""clearance pending"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1427, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: clearance pending; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,public,Midwest,care,job-match memo,care coordinator,job-match memo. Job: care coordinator in public. Record note: clearance pending. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,credential_gap,0.5065,3.1746
34,expansive_v1,64f2e45d522fc7f6,0,none,0.2109,0.5782,1,0,0,0,2,clearance pending; ready for placement,"{""confidence"": 0.5782, ""evidence"": [""clearance pending"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: clearance pending; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,public,Midwest,care,job-match memo,care coordinator,job-match memo. Job: care coordinator in public. Record note: clearance pending. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,credential_gap,0.5065,3.1746
35,conservative_v1,1c131bdb821c277b,0,none,0.0518,0.8964,1,0,1,1,5,lacks python; clearance pending; partial fit; ready for placement; skills aligned,"{""confidence"": 0.8964, ""evidence"": [""lacks python"", ""clearance pending"", ""partial fit"", ""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.0518, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: lacks python; clearance pending; partial fit; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2023,public,West,production,job-match memo,warehouse lead,"job-match memo. Job: warehouse lead in public. Record note: clearance pending, lacks Python, skills aligned, partial fit. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.6896,3.4223
35,rubric_v1,84fd6cb9b699257b,0,none,0.2018,0.5964,1,0,1,1,5,lacks python; clearance pending; partial fit; ready for placement; skills aligned,"{""confidence"": 0.5964, ""evidence"": [""lacks python"", ""clearance pending"", ""partial fit"", ""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.2018, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: lacks python; clearance pending; partial fit; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2023,public,West,production,job-match memo,warehouse lead,"job-match memo. Job: warehouse lead in public. Record note: clearance pending, lacks Python, skills aligned, partial fit. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.6896,3.4223
35,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.4155,0.1691,1,0,1,1,5,lacks python; clearance pending; partial fit; ready for placement; skills aligned,"{""confidence"": 0.1691, ""evidence"": [""lacks python"", ""clearance pending"", ""partial fit"", ""ready for placement"", ""skills aligned""], ""mismatch_label"": 1, ""mismatch_score"": 0.4155, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: lacks python; clearance pending; partial fit; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2023,public,West,production,job-match memo,warehouse lead,"job-match memo. Job: warehouse lead in public. Record note: clearance pending, lacks Python, skills aligned, partial fit. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.6896,3.4223
36,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,1,1,5,transitioning from adjacent role; meets required credential; completed onboarding; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""transitioning from adjacent role"", ""meets required credential"", ""completed onboarding"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: transitioning from adjacent role; meets required credential; completed onboarding; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,manufacturing,Midwest,customer,resume screen,client support lead,"resume screen. Job: client support lead in manufacturing. Record note: transitioning from adjacent role, license verified, meets required credential, completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.7969,3.6184
36,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,1,1,5,transitioning from adjacent role; meets required credential; completed onboarding; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""transitioning from adjacent role"", ""meets required credential"", ""completed onboarding"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: transitioning from adjacent role; meets required credential; completed onboarding; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,manufacturing,Midwest,customer,resume screen,client support lead,"resume screen. Job: client support lead in manufacturing. Record note: transitioning from adjacent role, license verified, meets required credential, completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.7969,3.6184
36,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,1,1,5,transitioning from adjacent role; meets required credential; completed onboarding; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""transitioning from adjacent role"", ""meets required credential"", ""completed onboarding"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: transitioning from adjacent role; meets required credential; completed onboarding; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,manufacturing,Midwest,customer,resume screen,client support lead,"resume screen. Job: client support lead in manufacturing. Record note: transitioning from adjacent role, license verified, meets required credential, completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.7969,3.6184
37,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,weekend restriction; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""weekend restriction"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: weekend restriction; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,production,resume screen,equipment operator,"resume screen. Job: equipment operator in retail. Record note: weekend restriction, license verified. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,schedule_gap,0.4175,2.7104
37,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,weekend restriction; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""weekend restriction"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: weekend restriction; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,production,resume screen,equipment operator,"resume screen. Job: equipment operator in retail. Record note: weekend restriction, license verified. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,schedule_gap,0.4175,2.7104
